Specie;Minutos;Event;Day;Status
Tangara schrankii T18_MAL09;50;Off;1;Early
Tangara schrankii T18_MAL09;44;On;1;Early
Tangara schrankii T18_MAL09;45;Off;1;Early
Tangara schranki T1_GVC08;16;Off;2;Early
Tangara schranki T1_GVC08;57;On;2;Early
Tangara schranki T1_GVC08;16;Off;2;Early
Tangara schranki T1_GVC08;28;On;2;Early
Tangara schranki T1_GVC08;32;Off;2;Early
Tangara schranki T1_GVC08;5;On;2;Early
Tangara schranki T1_GVC08;6;Off;2;Early
Tangara schranki T1_GVC08;33;On;2;Early
Tangara schranki T1_GVC08;14;Off;2;Early
Tangara schranki T1_GVC08;6;On;2;Early
Tangara schranki T1_GVC08;42;Off;2;Early
Tangara schranki T1_GVC08;88;On;2;Early
Tangara schranki T1_GVC08;33;Off;2;Early
Tangara schranki T1_GVC08;19;On;2;Early
Tangara schranki T1_GVC08;33;Off;2;Early
Tangara schranki T1_GVC08;104;On;2;Early
Tangara schranki T1_GVC08;42;Off;2;Early
Tangara schranki T1_GVC08;30;On;2;Early
Tangara schranki T1_GVC08;10;Off;2;Early
Tangara schranki T1_GVC08;70;On;2;Early
Tangara schranki T1_GVC08;2;Off;2;Early
Tangara schrankii P13_RVA11;19;Off;2;Early
Tangara schrankii P13_RVA11;98;On;2;Early
Tangara schrankii P13_RVA11;101;Off;2;Early
Tangara schrankii P13_RVA11;264;On;2;Early
Tangara schrankii P13_RVA11;70;Off;2;Early
Tangara schrankii P13_RVA11;80;On;2;Early
Tangara schrankii P13_RVA11;38;Off;2;Early
Tangara schrankii P14_JAG10;55;Off;2;Early
Tangara schrankii P14_JAG10;108;On;2;Early
Tangara schrankii P14_JAG10;38;Off;2;Early
Tangara schrankii P14_JAG10;79;On;2;Early
Tangara schrankii P14_JAG10;52;Off;2;Early
Tangara schrankii P14_JAG10;85;On;2;Early
Tangara schrankii P14_JAG10;70;Off;2;Early
Tangara schrankii P14_JAG10;200;On;2;Early
Tangara schrankii P14_JAG10;7;Off;2;Early
Tangara schrankii P17_MAL10;32;Off;2;Early
Tangara schrankii P17_MAL10;64;On;2;Early
Tangara schrankii P17_MAL10;22;Off;2;Early
Tangara schrankii P17_MAL10;61;On;2;Early
Tangara schrankii P17_MAL10;26;Off;2;Early
Tangara schrankii P17_MAL10;59;On;2;Early
Tangara schrankii P17_MAL10;42;Off;2;Early
Tangara schrankii P17_MAL10;108;On;2;Early
Tangara schrankii P17_MAL10;45;Off;2;Early
Tangara schrankii P17_MAL10;96;On;2;Early
Tangara schrankii P17_MAL10;66;Off;2;Early
Tangara schrankii P17_MAL10;75;On;2;Early
Tangara schrankii P17_MAL10;6;Off;2;Early
Tangara schrankii P24_CAB10;21;Off;2;Early
Tangara schrankii P24_CAB10;60;On;2;Early
Tangara schrankii P24_CAB10;22;Off;2;Early
Tangara schrankii P24_CAB10;53;On;2;Early
Tangara schrankii P24_CAB10;20;Off;2;Early
Tangara schrankii P24_CAB10;64;On;2;Early
Tangara schrankii P24_CAB10;16;Off;2;Early
Tangara schrankii P24_CAB10;96;On;2;Early
Tangara schrankii P24_CAB10;93;Off;2;Early
Tangara schrankii P24_CAB10;119;On;2;Early
Tangara schrankii P24_CAB10;68;Off;2;Early
Tangara schrankii P24_CAB10;90;On;2;Early
Tangara schrankii P24_CAB10;3;Off;2;Early
Tangara schrankii P29_RVA11;25;Off;2;Early
Tangara schrankii P29_RVA11;50;On;2;Early
Tangara schrankii P29_RVA11;18;Off;2;Early
Tangara schrankii P29_RVA11;71;On;2;Early
Tangara schrankii P29_RVA11;27;Off;2;Early
Tangara schrankii P29_RVA11;65;On;2;Early
Tangara schrankii P29_RVA11;53;Off;2;Early
Tangara schrankii P29_RVA11;107;On;2;Early
Tangara schrankii P29_RVA11;72;Off;2;Early
Tangara schrankii P29_RVA11;131;On;2;Early
Tangara schrankii P29_RVA11;68;Off;2;Early
Tangara schrankii P3_CAB10;16;Off;2;Early
Tangara schrankii P3_CAB10;84;On;2;Early
Tangara schrankii P3_CAB10;306;Off;2;Early
Tangara schrankii P3_CAB10;209;On;2;Early
Tangara schrankii P3_CAB10;66;Off;2;Early
Tangara schrankii P3_CAB10;7;Off;2;Early
Tangara schrankii P3_CAB10;44;On;2;Early
Tangara schrankii P3_CAB10;30;Off;2;Early
Tangara schrankii P3_CAB10;47;On;2;Early
Tangara schrankii P3_CAB10;41;Off;2;Early
Tangara schrankii P3_CAB10;17;On;2;Early
Tangara schrankii P3_CAB10;43;Off;2;Early
Tangara schrankii P3_CAB10;69;On;2;Early
Tangara schrankii P3_CAB10;13;Off;2;Early
Tangara schrankii P3_CAB10;127;On;2;Early
Tangara schrankii P3_CAB10;71;Off;2;Early
Tangara schrankii P3_CAB10;52;On;2;Early
Tangara schrankii P3_CAB10;68;Off;2;Early
Tangara schrankii P53_JAG10;23;Off;2;Early
Tangara schrankii P53_JAG10;266;On;2;Early
Tangara schrankii P53_JAG10;55;Off;2;Early
Tangara schrankii P53_JAG10;193;On;2;Early
Tangara schrankii P53_JAG10;59;Off;2;Early
Tangara schrankii T1_JAG08;106;Off;2;Early
Tangara schrankii T1_JAG08;93;On;2;Early
Tangara schrankii T1_JAG08;119;Off;2;Early
Tangara schrankii T1_JAG08;207;On;2;Early
Tangara schrankii T1_JAG08;126;Off;2;Early
Tangara schrankii T18_MAL09;99;Off;2;Early
Tangara schrankii T18_MAL09;147;On;2;Early
Tangara schrankii T18_MAL09;38;Off;2;Early
Tangara schrankii T18_MAL09;101;On;2;Early
Tangara schrankii T18_MAL09;59;Off;2;Early
Tangara schrankii T18_MAL09;152;On;2;Early
Tangara schrankii T18_MAL09;54;Off;2;Early
Tangara schrankii T2_GVC08;27;Off;2;Early
Tangara schrankii T2_GVC08;50;On;2;Early
Tangara schrankii T2_GVC08;40;Off;2;Early
Tangara schrankii T2_GVC08;27;On;2;Early
Tangara schrankii T2_GVC08;7;Off;2;Early
Tangara schrankii T2_GVC08;17;On;2;Early
Tangara schrankii T2_GVC08;18;Off;2;Early
Tangara schrankii T2_GVC08;40;On;2;Early
Tangara schrankii T2_GVC08;17;Off;2;Early
Tangara schrankii T2_GVC08;70;On;2;Early
Tangara schrankii T2_GVC08;46;Off;2;Early
Tangara schrankii T2_GVC08;12;On;2;Early
Tangara schrankii T2_GVC08;14;Off;2;Early
Tangara schrankii T2_GVC08;106;On;2;Early
Tangara schrankii T2_GVC08;38;Off;2;Early
Tangara schrankii T2_GVC08;72;On;2;Early
Tangara schrankii T2_GVC08;50;Off;2;Early
Tangara schrankii T2_KMB08;38;Off;2;Early
Tangara schrankii T2_KMB08;41;On;2;Early
Tangara schrankii T2_KMB08;27;Off;2;Early
Tangara schrankii T2_KMB08;97;On;2;Early
Tangara schrankii T2_KMB08;34;Off;2;Early
Tangara schrankii T2_KMB08;114;On;2;Early
Tangara schrankii T2_KMB08;49;Off;2;Early
Tangara schrankii T2_KMB08;279;On;2;Early
Tangara schrankii T2_KMB08;10;Off;2;Early
Tangara schrankii T2_SDR08;97;Off;2;Early
Tangara schrankii T2_SDR08;113;On;2;Early
Tangara schrankii T2_SDR08;23;Off;2;Early
Tangara schrankii T2_SDR08;5;On;2;Early
Tangara schrankii T2_SDR08;50;Off;2;Early
Tangara schrankii T2_SDR08;112;On;2;Early
Tangara schrankii T2_SDR08;167;Off;2;Early
Tangara shrankii P18_JPV11;2;On;2;Early
Tangara shrankii P18_JPV11;4;Off;2;Early
Tangara shrankii P18_JPV11;98;On;2;Early
Tangara shrankii P18_JPV11;110;Off;2;Early
Tangara shrankii P18_JPV11;67;On;2;Early
Tangara shrankii P18_JPV11;195;Off;2;Early
Tangara shrankii P18_JPV11;59;On;2;Early
Tangara shrankii P18_JPV11;81;Off;2;Early
Tangara shrankii P18_JPV11;81;On;2;Early
Tangara shrankii P18_RVA11;28;Off;2;Early
Tangara shrankii P18_RVA11;87;On;2;Early
Tangara shrankii P18_RVA11;42;Off;2;Early
Tangara shrankii P18_RVA11;43;On;2;Early
Tangara shrankii P18_RVA11;33;Off;2;Early
Tangara shrankii P18_RVA11;75;On;2;Early
Tangara shrankii P18_RVA11;40;Off;2;Early
Tangara shrankii P18_RVA11;78;On;2;Early
Tangara shrankii P18_RVA11;32;Off;2;Early
Tangara shrankii P18_RVA11;198;On;2;Early
Tangara shrankii P18_RVA11;4;Off;2;Early
Tangara shrankii P22_JPV11;23;Off;2;Early
Tangara shrankii P22_JPV11;54;On;2;Early
Tangara shrankii P22_JPV11;15;Off;2;Early
Tangara shrankii P22_JPV11;48;On;2;Early
Tangara shrankii P22_JPV11;22;Off;2;Early
Tangara shrankii P22_JPV11;60;On;2;Early
Tangara shrankii P22_JPV11;24;Off;2;Early
Tangara shrankii P22_JPV11;98;On;2;Early
Tangara shrankii P22_JPV11;59;Off;2;Early
Tangara shrankii P22_JPV11;69;On;2;Early
Tangara shrankii P22_JPV11;37;Off;2;Early
Tangara shrankii P22_JPV11;93;On;2;Early
Tangara shrankii P22_JPV11;33;Off;2;Early
Tangara shrankii P22_JPV11;82;On;2;Early
Tangara shrankii P22_JPV11;2;Off;2;Early
Tangara shrankii P26_RVA11;25;Off;2;Early
Tangara shrankii P26_RVA11;66;On;2;Early
Tangara shrankii P26_RVA11;34;Off;2;Early
Tangara shrankii P26_RVA11;182;On;2;Early
Tangara shrankii P26_RVA11;56;Off;2;Early
Tangara shrankii P26_RVA11;58;On;2;Early
Tangara shrankii P26_RVA11;35;Off;2;Early
Tangara shrankii P26_RVA11;78;On;2;Early
Tangara shrankii P26_RVA11;67;Off;2;Early
Tangara shrankii P26_RVA11;56;On;2;Early
Tangara shrankii P26_RVA11;10;Off;2;Early
Tangara shrankii P6 JAEC_10;28;Off;2;Early
Tangara shrankii P6 JAEC_10;54;On;2;Early
Tangara shrankii P6 JAEC_10;71;Off;2;Early
Tangara shrankii P6 JAEC_10;148;On;2;Early
Tangara shrankii P6 JAEC_10;215;Off;2;Early
Tangara shrankii P62_CFV11;20;Off;2;Early
Tangara shrankii P62_CFV11;74;On;2;Early
Tangara shrankii P62_CFV11;30;Off;2;Early
Tangara shrankii P62_CFV11;118;On;2;Early
Tangara shrankii P62_CFV11;38;Off;2;Early
Tangara shrankii P62_CFV11;56;On;2;Early
Tangara shrankii P62_CFV11;35;Off;2;Early
Tangara shrankii P62_CFV11;122;On;2;Early
Tangara shrankii P62_CFV11;64;Off;2;Early
Tangara shrankii P62_CFV11;148;On;2;Early
Tangara shrankii P62_CFV11;17;Off;2;Early
Tangara shrankii P7_JAG10;48;Off;2;Early
Tangara shrankii P7_JAG10;113;On;2;Early
Tangara shrankii P7_JAG10;42;Off;2;Early
Tangara shrankii P7_JAG10;50;On;2;Early
Tangara shrankii P7_JAG10;104;Off;2;Early
Tangara shrankii P7_JAG10;148;On;2;Early
Tangara shrankii P7_JAG10;59;Off;2;Early
Tangara shrankii T3_kmb08;8;On;2;Early
Tangara shrankii T3_kmb08;6;Off;2;Early
Tangara shrankii T3_kmb08;159;On;2;Early
Tangara shrankii T3_kmb08;71;Off;2;Early
Tangara shrankii T3_kmb08;211;On;2;Early
Tangara shrankii T3_kmb08;131;Off;2;Early
Tangara shrankii T30_MAL08;24;Off;2;Early
Tangara shrankii T30_MAL08;94;On;2;Early
Tangara shrankii T30_MAL08;42;Off;2;Early
Tangara shrankii T30_MAL08;59;On;2;Early
Tangara shrankii T30_MAL08;60;Off;2;Early
Tangara shrankii T30_MAL08;105;On;2;Early
Tangara shrankii T30_MAL08;26;Off;2;Early
Tangara shrankii T30_MAL08;180;On;2;Early
Tangara shrankii T30_MAL08;39;Off;2;Early
Tangara shrankii T37_MAL08;51;Off;2;Early
Tangara shrankii T37_MAL08;96;On;2;Early
Tangara shrankii T37_MAL08;39;Off;2;Early
Tangara shrankii T37_MAL08;93;On;2;Early
Tangara shrankii T37_MAL08;34;Off;2;Early
Tangara shrankii T37_MAL08;44;On;2;Early
Tangara shrankii T37_MAL08;56;Off;2;Early
Tangara shrankii T37_MAL08;63;On;2;Early
Tangara shrankii T37_MAL08;47;Off;2;Early
Tangara shrankii T37_MAL08;65;On;2;Early
Tangara shrankii T37_MAL08;22;Off;2;Early
Tangara shrankii T37_MAL08;41;On;2;Early
Tangara shrankii T37_MAL08;4;Off;2;Early
Tangara shrankii T5_JAG08;18;Off;2;Early
Tangara shrankii T5_JAG08;51;On;2;Early
Tangara shrankii T5_JAG08;36;Off;2;Early
Tangara shrankii T5_JAG08;122;On;2;Early
Tangara shrankii T5_JAG08;157;Off;2;Early
Tangara shrankii T5_JAG08;18;On;2;Early
Tangara shrankii T5_JAG08;46;Off;2;Early
Tangara shrankii T5_JAG08;50;On;2;Early
Tangara shrankii T5_JAG08;65;Off;2;Early
Tangara shrankii T5_JAG08;145;On;2;Early
Tangara shrankii T5_JAG08;5;Off;2;Early
Tangara schranki T1_GVC08;17;Off;3;Early
Tangara schranki T1_GVC08;59;On;3;Early
Tangara schranki T1_GVC08;12;Off;3;Early
Tangara schranki T1_GVC08;53;On;3;Early
Tangara schranki T1_GVC08;22;Off;3;Early
Tangara schranki T1_GVC08;120;On;3;Early
Tangara schranki T1_GVC08;28;Off;3;Early
Tangara schranki T1_GVC08;107;On;3;Early
Tangara schranki T1_GVC08;22;Off;3;Early
Tangara schranki T1_GVC08;84;On;3;Early
Tangara schranki T1_GVC08;16;Off;3;Early
Tangara schranki T1_GVC08;61;On;3;Early
Tangara schranki T1_GVC08;32;Off;3;Early
Tangara schrankii P13_RVA11;26;Off;3;Early
Tangara schrankii P13_RVA11;94;On;3;Early
Tangara schrankii P13_RVA11;47;Off;3;Early
Tangara schrankii P13_RVA11;163;On;3;Early
Tangara schrankii P13_RVA11;58;Off;3;Early
Tangara schrankii P13_RVA11;305;On;3;Early
Tangara schrankii P13_RVA11;37;Off;3;Early
Tangara schrankii P14_JAG10;23;Off;3;Early
Tangara schrankii P14_JAG10;43;On;3;Early
Tangara schrankii P14_JAG10;29;Off;3;Early
Tangara schrankii P14_JAG10;46;On;3;Early
Tangara schrankii P14_JAG10;66;Off;3;Early
Tangara schrankii P14_JAG10;91;On;3;Early
Tangara schrankii P14_JAG10;68;Off;3;Early
Tangara schrankii P14_JAG10;25;On;3;Early
Tangara schrankii P14_JAG10;8;Off;3;Early
Tangara schrankii P14_JAG10;63;On;3;Early
Tangara schrankii P14_JAG10;34;Off;3;Early
Tangara schrankii P14_JAG10;105;On;3;Early
Tangara schrankii P14_JAG10;33;Off;3;Early
Tangara schrankii P14_JAG10;58;On;3;Early
Tangara schrankii P14_JAG10;6;Off;3;Early
Tangara schrankii P17_MAL10;23;Off;3;Early
Tangara schrankii P17_MAL10;45;On;3;Early
Tangara schrankii P17_MAL10;16;Off;3;Early
Tangara schrankii P17_MAL10;52;On;3;Early
Tangara schrankii P17_MAL10;30;Off;3;Early
Tangara schrankii P17_MAL10;77;On;3;Early
Tangara schrankii P17_MAL10;17;Off;3;Early
Tangara schrankii P17_MAL10;43;On;3;Early
Tangara schrankii P17_MAL10;42;Off;3;Early
Tangara schrankii P17_MAL10;76;On;3;Early
Tangara schrankii P17_MAL10;15;Off;3;Early
Tangara schrankii P17_MAL10;29;On;3;Early
Tangara schrankii P17_MAL10;43;Off;3;Early
Tangara schrankii P17_MAL10;77;On;3;Early
Tangara schrankii P17_MAL10;18;Off;3;Early
Tangara schrankii P17_MAL10;73;On;3;Early
Tangara schrankii P17_MAL10;6;Off;3;Early
Tangara schrankii P24_CAB10;19;Off;3;Early
Tangara schrankii P24_CAB10;80;On;3;Early
Tangara schrankii P24_CAB10;87;Off;3;Early
Tangara schrankii P24_CAB10;79;On;3;Early
Tangara schrankii P24_CAB10;30;Off;3;Early
Tangara schrankii P24_CAB10;13;On;3;Early
Tangara schrankii P24_CAB10;12;Off;3;Early
Tangara schrankii P24_CAB10;6;On;3;Early
Tangara schrankii P24_CAB10;10;Off;3;Early
Tangara schrankii P24_CAB10;46;On;3;Early
Tangara schrankii P24_CAB10;60;Off;3;Early
Tangara schrankii P24_CAB10;23;On;3;Early
Tangara schrankii P24_CAB10;25;Off;3;Early
Tangara schrankii P24_CAB10;7;On;3;Early
Tangara schrankii P24_CAB10;10;Off;3;Early
Tangara schrankii P29_RVA11;22;Off;3;Early
Tangara schrankii P29_RVA11;79;On;3;Early
Tangara schrankii P29_RVA11;46;Off;3;Early
Tangara schrankii P29_RVA11;66;On;3;Early
Tangara schrankii P29_RVA11;25;Off;3;Early
Tangara schrankii P29_RVA11;210;On;3;Early
Tangara schrankii P29_RVA11;67;Off;3;Early
Tangara schrankii P3_CAB10;84;On;3;Early
Tangara schrankii P3_CAB10;37;Off;3;Early
Tangara schrankii P3_CAB10;26;On;3;Early
Tangara schrankii P3_CAB10;3;Off;3;Early
Tangara schrankii P3_CAB10;19;Off;3;Early
Tangara schrankii P3_CAB10;75;On;3;Early
Tangara schrankii P3_CAB10;39;Off;3;Early
Tangara schrankii P3_CAB10;106;On;3;Early
Tangara schrankii P3_CAB10;15;Off;3;Early
Tangara schrankii P3_CAB10;44;On;3;Early
Tangara schrankii P3_CAB10;31;Off;3;Early
Tangara schrankii P3_CAB10;42;On;3;Early
Tangara schrankii P3_CAB10;40;Off;3;Early
Tangara schrankii P3_CAB10;171;On;3;Early
Tangara schrankii P3_CAB10;52;Off;3;Early
Tangara schrankii P33_RVA11;17;Off;3;Early
Tangara schrankii P33_RVA11;70;On;3;Early
Tangara schrankii P33_RVA11;34;Off;3;Early
Tangara schrankii P33_RVA11;29;On;3;Early
Tangara schrankii P33_RVA11;32;Off;3;Early
Tangara schrankii P33_RVA11;51;On;3;Early
Tangara schrankii P33_RVA11;20;Off;3;Early
Tangara schrankii P33_RVA11;142;On;3;Early
Tangara schrankii P33_RVA11;54;Off;3;Early
Tangara schrankii P33_RVA11;259;On;3;Early
Tangara schrankii P33_RVA11;19;Off;3;Early
Tangara schrankii P53_JAG10;20;Off;3;Early
Tangara schrankii P53_JAG10;236;On;3;Early
Tangara schrankii P53_JAG10;44;Off;3;Early
Tangara schrankii P53_JAG10;68;On;3;Early
Tangara schrankii P53_JAG10;14;Off;3;Early
Tangara schrankii P53_JAG10;112;On;3;Early
Tangara schrankii P53_JAG10;28;Off;3;Early
Tangara schrankii P53_JAG10;182;On;3;Early
Tangara schrankii P53_JAG10;7;Off;3;Early
Tangara schrankii T1_JAG08;71;Off;3;Early
Tangara schrankii T1_JAG08;98;On;3;Early
Tangara schrankii T1_JAG08;159;Off;3;Early
Tangara schrankii T1_JAG08;123;On;3;Early
Tangara schrankii T1_JAG08;122;Off;3;Early
Tangara schrankii T2_KMB08;68;Off;3;Early
Tangara schrankii T2_KMB08;100;On;3;Early
Tangara schrankii T2_KMB08;29;Off;3;Early
Tangara schrankii T2_KMB08;76;On;3;Early
Tangara schrankii T2_KMB08;33;Off;3;Early
Tangara schrankii T2_KMB08;92;On;3;Early
Tangara schrankii T2_KMB08;60;Off;3;Early
Tangara schrankii T2_KMB08;65;On;3;Early
Tangara schrankii T2_KMB08;10;Off;3;Early
Tangara schrankii T2_KMB08;17;On;3;Early
Tangara schrankii T2_KMB08;43;Off;3;Early
Tangara schrankii T2_KMB08;17;On;3;Early
Tangara schrankii T2_KMB08;19;Off;3;Early
Tangara schrankii T2_KMB08;37;On;3;Early
Tangara schrankii T2_KMB08;10;Off;3;Early
Tangara schrankii T2_SDR08;30;Off;3;Early
Tangara schrankii T2_SDR08;38;On;3;Early
Tangara schrankii T2_SDR08;21;Off;3;Early
Tangara schrankii T2_SDR08;75;On;3;Early
Tangara schrankii T2_SDR08;42;Off;3;Early
Tangara schrankii T2_SDR08;28;On;3;Early
Tangara schrankii T2_SDR08;27;Off;3;Early
Tangara schrankii T2_SDR08;30;On;3;Early
Tangara schrankii T2_SDR08;49;Off;3;Early
Tangara schrankii T2_SDR08;46;On;3;Early
Tangara schrankii T2_SDR08;52;Off;3;Early
Tangara schrankii T2_SDR08;78;On;3;Early
Tangara schrankii T2_SDR08;41;Off;3;Early
Tangara schrankii T2_SDR08;175;On;3;Early
Tangara schrankii T2_SDR08;8;Off;3;Early
Tangara shrankii P18_JPV11;61;On;3;Early
Tangara shrankii P18_JPV11;24;Off;3;Early
Tangara shrankii P18_JPV11;71;On;3;Early
Tangara shrankii P18_JPV11;23;Off;3;Early
Tangara shrankii P18_JPV11;73;On;3;Early
Tangara shrankii P18_JPV11;170;Off;3;Early
Tangara shrankii P18_JPV11;7;On;3;Early
Tangara shrankii P18_JPV11;9;Off;3;Early
Tangara shrankii P18_JPV11;125;On;3;Early
Tangara shrankii P18_JPV11;83;Off;3;Early
Tangara shrankii P18_JPV11;60;On;3;Early
Tangara shrankii P18_JPV11;4;Off;3;Early
Tangara shrankii P22_JPV11;9;Off;3;Early
Tangara shrankii P22_JPV11;52;On;3;Early
Tangara shrankii P22_JPV11;21;Off;3;Early
Tangara shrankii P22_JPV11;83;On;3;Early
Tangara shrankii P22_JPV11;28;Off;3;Early
Tangara shrankii P22_JPV11;109;On;3;Early
Tangara shrankii P22_JPV11;35;Off;3;Early
Tangara shrankii P22_JPV11;95;On;3;Early
Tangara shrankii P22_JPV11;84;Off;3;Early
Tangara shrankii P6 JAEC_10;33;Off;3;Early
Tangara shrankii P6 JAEC_10;109;On;3;Early
Tangara shrankii P6 JAEC_10;86;Off;3;Early
Tangara shrankii P6 JAEC_10;134;On;3;Early
Tangara shrankii P6 JAEC_10;73;Off;3;Early
Tangara shrankii P6 JAEC_10;178;On;3;Early
Tangara shrankii P6 JAEC_10;46;Off;3;Early
Tangara shrankii P7_JAG10;33;Off;3;Early
Tangara shrankii P7_JAG10;59;On;3;Early
Tangara shrankii P7_JAG10;25;Off;3;Early
Tangara shrankii P7_JAG10;63;On;3;Early
Tangara shrankii P7_JAG10;62;Off;3;Early
Tangara shrankii P7_JAG10;25;On;3;Early
Tangara shrankii P7_JAG10;34;Off;3;Early
Tangara shrankii P7_JAG10;172;On;3;Early
Tangara shrankii P7_JAG10;55;Off;3;Early
Tangara shrankii P7_JAG10;185;On;3;Early
Tangara shrankii P7_JAG10;6;Off;3;Early
Tangara shrankii T3_kmb08;40;Off;3;Early
Tangara shrankii T3_kmb08;59;On;3;Early
Tangara shrankii T3_kmb08;44;Off;3;Early
Tangara shrankii T3_kmb08;68;On;3;Early
Tangara shrankii T3_kmb08;24;Off;3;Early
Tangara shrankii T3_kmb08;49;On;3;Early
Tangara shrankii T3_kmb08;36;Off;3;Early
Tangara shrankii T3_kmb08;78;On;3;Early
Tangara shrankii T3_kmb08;34;Off;3;Early
Tangara shrankii T3_kmb08;120;On;3;Early
Tangara shrankii T3_kmb08;87;Off;3;Early
Tangara shrankii T30_MAL08;22;Off;3;Early
